Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
31-07-2024,Hyderabad,Telangana,40.8,35.7,38.2,38.3,0,10.3,343,Very Poor,999.6,53.6
31-07-2024,Ahmedabad,Gujarat,27.5,18.8,23.1,90.6,8.8,4,206,Poor,1014.9,97.4
31-07-2024,Jaipur,Rajasthan,35,28.1,31.5,71.2,0,14.6,104,Moderate,1010.8,24.7
31-07-2024,Lucknow,Uttar Pradesh,30.5,18.4,24.5,69.4,30.7,19.1,119,Moderate,1003.8,14
31-07-2024,Bhopal,Madhya Pradesh,44.1,36,40.1,51.4,0,9.6,167,Moderate,1004.5,46.2
01-08-2024,Mumbai,Maharashtra,35.1,21.9,28.5,83.3,8,4.8,294,Poor,994.4,95
01-08-2024,Delhi,Delhi,36,22.3,29.2,94.3,6.1,7.3,146,Moderate,995.8,77.2
01-08-2024,Bengaluru,Karnataka,27.7,19.6,23.6,53.3,0,24.3,320,Very Poor,1021.6,53.6
01-08-2024,Chennai,Tamil Nadu,33.1,25.8,29.4,45.1,6.7,17.8,205,Poor,990.8,10.1
01-08-2024,Kolkata,West Bengal,28.8,17.5,23.2,65.9,5.9,21.1,212,Poor,1024.9,84.7
01-08-2024,Hyderabad,Telangana,28.9,17.1,23,90.9,0,18.9,311,Very Poor,1004.2,11
01-08-2024,Ahmedabad,Gujarat,36.2,27.8,32,52.4,0,14.6,131,Moderate,1017.1,69.1
01-08-2024,Jaipur,Rajasthan,35.6,22.2,28.9,34.4,0.9,6.9,326,Very Poor,1016.1,66.4
01-08-2024,Lucknow,Uttar Pradesh,28.4,15.9,22.1,35.4,0,21.4,107,Moderate,990.2,54.4
01-08-2024,Bhopal,Madhya Pradesh,39.9,34.4,37.2,84.1,0,16.5,264,Poor,990.5,85.6
02-08-2024,Mumbai,Maharashtra,35.6,23.3,29.5,36.1,30.4,21.7,147,Moderate,1015.7,93.7
02-08-2024,Delhi,Delhi,43,34.8,38.9,77.6,0,2.4,208,Poor,1024.9,16.6
02-08-2024,Bengaluru,Karnataka,40.8,33.8,37.3,61.5,6.1,8.9,167,Moderate,997.4,58
02-08-2024,Chennai,Tamil Nadu,43.4,29.6,36.5,61.4,0,14.5,98,Satisfactory,1018.2,34.5
02-08-2024,Kolkata,West Bengal,34.5,28.8,31.7,75.6,0,22.8,156,Moderate,993.2,87.6
02-08-2024,Hyderabad,Telangana,42.6,30.3,36.5,36.8,0,5.1,271,Poor,1012.2,67.9
02-08-2024,Ahmedabad,Gujarat,39.4,27.8,33.6,79.8,28.3,2.4,172,Moderate,1002.8,74.2
02-08-2024,Jaipur,Rajasthan,25.5,19.8,22.7,72.2,0,9.3,124,Moderate,999,7
02-08-2024,Lucknow,Uttar Pradesh,34,27,30.5,35.7,72.6,16.2,74,Satisfactory,991.8,75.4
02-08-2024,Bhopal,Madhya Pradesh,38.4,25.6,32,77.2,9.5,8,320,Very Poor,1022.4,22.1
03-08-2024,Mumbai,Maharashtra,31.3,25,28.1,83.7,0,22.3,153,Moderate,1014.2,68.3
03-08-2024,Delhi,Delhi,26.2,12.9,19.5,41.1,0,6.6,307,Very Poor,994.9,16.7
03-08-2024,Bengaluru,Karnataka,25.6,10.9,18.2,42.9,0,15.9,287,Poor,1019.8,9.6
03-08-2024,Chennai,Tamil Nadu,32.9,26.3,29.6,41.4,17.7,14.5,293,Poor,991.4,49.1
03-08-2024,Kolkata,West Bengal,39.5,29.6,34.6,85.9,1.3,18.3,249,Poor,1018.6,56.7
03-08-2024,Hyderabad,Telangana,36.2,27.7,31.9,67,0,4.8,158,Moderate,1001.3,85.9
03-08-2024,Ahmedabad,Gujarat,40,33.2,36.6,57.6,1.2,16,307,Very Poor,997.5,50.1
03-08-2024,Jaipur,Rajasthan,28.5,23.3,25.9,72.4,0.6,12.8,68,Satisfactory,1005,59.4
03-08-2024,Lucknow,Uttar Pradesh,43.6,32.3,38,42,0,16.5,96,Satisfactory,1012.7,60.5
03-08-2024,Bhopal,Madhya Pradesh,37.1,31.5,34.3,69.6,55.9,21.6,279,Poor,1024.3,97.7
04-08-2024,Mumbai,Maharashtra,44.1,30.5,37.3,77.3,0.8,13.3,163,Moderate,1018.5,34.7
04-08-2024,Delhi,Delhi,39,24.9,31.9,35.7,0,10.2,187,Moderate,991.6,6.5
04-08-2024,Bengaluru,Karnataka,26.9,20,23.4,85,0,21.1,322,Very Poor,1020.4,54.7
04-08-2024,Chennai,Tamil Nadu,41.9,29.6,35.7,77.7,0,2.2,114,Moderate,995.5,88.6
04-08-2024,Kolkata,West Bengal,44.4,33.4,38.9,45.4,25.3,21.5,263,Poor,990.9,95
04-08-2024,Hyderabad,Telangana,26.6,14.9,20.8,72.1,0,13.3,272,Poor,990.3,97
04-08-2024,Ahmedabad,Gujarat,28.2,19.8,24,40.4,7.7,23.7,151,Moderate,1013.7,25.2
04-08-2024,Jaipur,Rajasthan,34.5,23.5,29,73.5,34.6,3.9,58,Satisfactory,1006.3,78.7
04-08-2024,Lucknow,Uttar Pradesh,39.1,25.9,32.5,73,0,7.4,132,Moderate,1023.7,66.9
04-08-2024,Bhopal,Madhya Pradesh,43.6,31.2,37.4,48.5,24,13.9,306,Very Poor,1021.4,37.9
05-08-2024,Mumbai,Maharashtra,26.1,11.3,18.7,89.3,3.7,22.7,308,Very Poor,1000.8,49.2
05-08-2024,Delhi,Delhi,40.6,31.6,36.1,85,0,8.6,201,Poor,1007.3,47.7
05-08-2024,Bengaluru,Karnataka,35.9,27.6,31.7,41.4,0,16.8,54,Satisfactory,1021.8,72.2
05-08-2024,Chennai,Tamil Nadu,41.8,26.9,34.3,60.7,0,9.6,72,Satisfactory,1013,26.8
05-08-2024,Kolkata,West Bengal,25.5,17.6,21.6,55.7,30.5,8.7,120,Moderate,1005.4,14.8
05-08-2024,Hyderabad,Telangana,26,15.4,20.7,78.8,0,21.3,153,Moderate,1017.3,11
05-08-2024,Ahmedabad,Gujarat,44.1,35.2,39.6,64.2,51.7,24.9,193,Moderate,1017.1,43.4
05-08-2024,Jaipur,Rajasthan,32.1,17.3,24.7,76,0,24.6,46,Good,1008.3,22.3
05-08-2024,Lucknow,Uttar Pradesh,32.1,17.9,25,94.8,0,15.6,169,Moderate,1008.9,72.2
05-08-2024,Bhopal,Madhya Pradesh,38.4,32.2,35.3,47.3,0,2.7,168,Moderate,1022.4,71.7
06-08-2024,Mumbai,Maharashtra,37,27.7,32.3,60.2,0,2.1,108,Moderate,1001,19
06-08-2024,Delhi,Delhi,25.2,18,21.6,51.6,0,4.2,332,Very Poor,1010.8,99.9
06-08-2024,Bengaluru,Karnataka,25.1,12.1,18.6,53,0,14,116,Moderate,1013.1,76.2
06-08-2024,Chennai,Tamil Nadu,31.4,23.4,27.4,53.6,64.5,17.9,191,Moderate,1004.2,42
06-08-2024,Kolkata,West Bengal,33.3,20.1,26.7,60.2,64.2,11.7,204,Poor,1013.4,10.6
06-08-2024,Hyderabad,Telangana,25.9,20.6,23.3,69.8,62,5.2,74,Satisfactory,1015.4,53.9
06-08-2024,Ahmedabad,Gujarat,38,26.9,32.5,63.5,46.5,13.7,96,Satisfactory,994.1,49.7
06-08-2024,Jaipur,Rajasthan,36.9,25,31,60.4,0,17.7,86,Satisfactory,1017.7,96.4
06-08-2024,Lucknow,Uttar Pradesh,35.6,25,30.3,90,0,17.1,95,Satisfactory,1014.5,87
06-08-2024,Bhopal,Madhya Pradesh,44,38.4,41.2,93.9,8.6,3.7,67,Satisfactory,991.5,14.7
07-08-2024,Mumbai,Maharashtra,35.9,28.8,32.4,85.9,4.5,9.4,286,Poor,998.5,37.5
07-08-2024,Delhi,Delhi,36.7,29.2,33,83.2,0,18.8,177,Moderate,1022.5,76.3
07-08-2024,Bengaluru,Karnataka,28,15,21.5,59.9,0,3.1,127,Moderate,1021.6,50.9
07-08-2024,Chennai,Tamil Nadu,39.3,25.5,32.4,30,0,13.3,302,Very Poor,993.1,75.9
07-08-2024,Kolkata,West Bengal,27.2,14,20.6,80.2,0,23.4,246,Poor,1009.3,63.9
07-08-2024,Hyderabad,Telangana,36.2,22.7,29.4,69.6,0,23,345,Very Poor,1013.9,71.4
07-08-2024,Ahmedabad,Gujarat,26.5,17.2,21.9,45.5,66.5,12.5,251,Poor,1017.5,92.1
07-08-2024,Jaipur,Rajasthan,29.9,18.8,24.3,93,55,6.6,81,Satisfactory,998.6,95.5
07-08-2024,Lucknow,Uttar Pradesh,28.8,19.6,24.2,68.3,30.4,23,257,Poor,1003.7,46.3
07-08-2024,Bhopal,Madhya Pradesh,38.3,29.4,33.8,56.9,0,17.8,156,Moderate,1016,79
08-08-2024,Mumbai,Maharashtra,40.3,35.2,37.8,61,0,16.8,287,Poor,1021.7,58.8
08-08-2024,Delhi,Delhi,44.6,32.6,38.6,67.3,0,20.3,124,Moderate,1005.3,96.2
08-08-2024,Bengaluru,Karnataka,39.9,30.7,35.3,61.6,0,14,340,Very Poor,1008.5,80.7
08-08-2024,Chennai,Tamil Nadu,26.1,15.2,20.6,74.3,9.9,14,221,Poor,995.7,41.5
08-08-2024,Kolkata,West Bengal,39.5,28.2,33.8,76.4,0,5.7,63,Satisfactory,995.7,89.6
08-08-2024,Hyderabad,Telangana,41,33.7,37.4,60.4,0,8.5,221,Poor,1022.2,45.6
08-08-2024,Ahmedabad,Gujarat,34.2,25.4,29.8,44.5,0,20.1,89,Satisfactory,1019.9,92.5
08-08-2024,Jaipur,Rajasthan,31.1,17.5,24.3,42.9,0,11.5,144,Moderate,1005.6,85.6
08-08-2024,Lucknow,Uttar Pradesh,42.8,31.7,37.3,64.3,3.3,12.3,198,Moderate,1021.9,51.7
08-08-2024,Bhopal,Madhya Pradesh,33.3,20.4,26.9,57.6,0,15.6,137,Moderate,1011.4,73.3
09-08-2024,Mumbai,Maharashtra,25.7,12.6,19.1,38.4,0,3.4,93,Satisfactory,1008.3,67
09-08-2024,Delhi,Delhi,32.4,18.1,25.3,58.8,74.9,22.7,291,Poor,1001.1,96.4
09-08-2024,Bengaluru,Karnataka,41.7,36.6,39.2,92,0,7.3,163,Moderate,1023.7,52.6
09-08-2024,Chennai,Tamil Nadu,41.8,35.9,38.9,57.1,0,6.8,325,Very Poor,996.1,65.8
09-08-2024,Kolkata,West Bengal,35.2,27.2,31.2,40.3,0,8.7,181,Moderate,1011.1,78.7
09-08-2024,Hyderabad,Telangana,37.6,25.4,31.5,92.4,0,18.6,256,Poor,1010,51.2
09-08-2024,Ahmedabad,Gujarat,32.9,26.7,29.8,61.8,24.1,7.2,206,Poor,1004.3,19.7
09-08-2024,Jaipur,Rajasthan,31.2,21.3,26.2,44.6,0.6,9.8,92,Satisfactory,991.7,87.2
09-08-2024,Lucknow,Uttar Pradesh,43.6,33.8,38.7,52.1,0,11.4,254,Poor,1005.2,92.6
09-08-2024,Bhopal,Madhya Pradesh,30,23.1,26.5,45,2.7,4.7,130,Moderate,1003.6,64.4
10-08-2024,Mumbai,Maharashtra,26.3,20.5,23.4,38.2,0,11,202,Poor,999.8,59.9
10-08-2024,Delhi,Delhi,34.6,26.5,30.5,39,71.6,3.3,333,Very Poor,1015.9,74
10-08-2024,Bengaluru,Karnataka,30.1,17.6,23.8,33.6,6.3,21.9,76,Satisfactory,1002.8,54.9
10-08-2024,Chennai,Tamil Nadu,33.3,24.7,29,41.9,9,22.5,94,Satisfactory,1021.9,80.4
10-08-2024,Kolkata,West Bengal,41.3,33.6,37.5,90,0,15.4,48,Good,1018.7,86.9
10-08-2024,Hyderabad,Telangana,43.8,38.3,41.1,69.9,0,20.1,276,Poor,1003.5,15.2
10-08-2024,Ahmedabad,Gujarat,42,31.1,36.5,40.5,0,17,78,Satisfactory,1018.5,46.3
10-08-2024,Jaipur,Rajasthan,43.8,33.3,38.6,70,0,8.8,166,Moderate,1024.9,69.7
10-08-2024,Lucknow,Uttar Pradesh,36.2,27,31.6,87.7,4.9,21,160,Moderate,1015.3,86.2
10-08-2024,Bhopal,Madhya Pradesh,27.3,13.9,20.6,62.4,0,19.3,302,Very Poor,1014.9,24.4
11-08-2024,Mumbai,Maharashtra,30.6,17.7,24.2,61.8,0,21.4,240,Poor,991.2,97.6
11-08-2024,Delhi,Delhi,33.6,22.4,28,38,0,18.6,103,Moderate,1005.2,67
11-08-2024,Bengaluru,Karnataka,34.4,19.6,27,42.7,0,16.1,319,Very Poor,1007.6,6.6
11-08-2024,Chennai,Tamil Nadu,41.5,34.8,38.2,56.9,78.6,22.7,312,Very Poor,995.5,91.9
11-08-2024,Kolkata,West Bengal,32.5,23.6,28.1,59.9,0,5.2,277,Poor,1005.4,31.8
11-08-2024,Hyderabad,Telangana,27.1,13,20,88.2,0,12.1,143,Moderate,994.6,98.8
11-08-2024,Ahmedabad,Gujarat,36.7,23.9,30.3,89.8,0,15.9,208,Poor,993.3,89
11-08-2024,Jaipur,Rajasthan,25.8,11.6,18.7,61.8,8.7,3.4,318,Very Poor,998.6,88.2
11-08-2024,Lucknow,Uttar Pradesh,34.2,24.8,29.5,41.4,0,17.2,43,Good,998.5,94.2
11-08-2024,Bhopal,Madhya Pradesh,25.1,15.1,20.1,61.7,0,22.5,233,Poor,990.3,97.7
12-08-2024,Mumbai,Maharashtra,28,22.6,25.3,65,0,17,203,Poor,1009.4,12.4
12-08-2024,Delhi,Delhi,40.8,35,37.9,87.8,0,24.9,199,Moderate,1012.5,58.9
12-08-2024,Bengaluru,Karnataka,25.5,11.1,18.3,71.9,0,16,135,Moderate,1011.5,52.5
12-08-2024,Chennai,Tamil Nadu,35.6,25.5,30.6,31.3,13.7,18.7,312,Very Poor,1024.9,33.7
12-08-2024,Kolkata,West Bengal,37.1,27.5,32.3,44.5,0,6,272,Poor,1014.4,97.8
12-08-2024,Hyderabad,Telangana,30.7,21.5,26.1,55,0,8.3,340,Very Poor,1022.8,67.1
12-08-2024,Ahmedabad,Gujarat,36.6,23.4,30,82.9,0,19.7,240,Poor,1023.8,37.2
12-08-2024,Jaipur,Rajasthan,36.2,23.6,29.9,86.3,0,7.3,98,Satisfactory,1005.1,69.4
12-08-2024,Lucknow,Uttar Pradesh,38.6,29.7,34.1,81.7,0.5,23.6,320,Very Poor,1015,80.6
12-08-2024,Bhopal,Madhya Pradesh,38.5,30.6,34.6,86.5,7.5,22,140,Moderate,1024.1,95.5
13-08-2024,Mumbai,Maharashtra,33.4,27.3,30.4,46.1,8.8,17.3,134,Moderate,1017.4,22.4
13-08-2024,Delhi,Delhi,34,25.3,29.6,93.9,43.6,10,279,Poor,1017.5,26.2
13-08-2024,Bengaluru,Karnataka,34.1,28.1,31.1,47.8,0,17.2,275,Poor,1015.1,67.1
13-08-2024,Chennai,Tamil Nadu,28.6,17.7,23.1,91.2,6.1,9.7,43,Good,1014.5,92
13-08-2024,Kolkata,West Bengal,42.4,35.2,38.8,59.6,67.7,23.6,161,Moderate,1005.7,67.4
13-08-2024,Hyderabad,Telangana,32,22.7,27.4,78.3,5.1,2.5,181,Moderate,1012.1,46.5
13-08-2024,Ahmedabad,Gujarat,41.4,30.9,36.1,87.6,7.2,2.9,175,Moderate,990.9,12.9
13-08-2024,Jaipur,Rajasthan,29.7,14.9,22.3,65.2,0,9.7,200,Moderate,1014.5,50
13-08-2024,Lucknow,Uttar Pradesh,36.8,24.2,30.5,35.9,7.8,9.5,343,Very Poor,1004.3,27
13-08-2024,Bhopal,Madhya Pradesh,34.9,20,27.5,61.8,0,22.8,229,Poor,1018.6,74
14-08-2024,Mumbai,Maharashtra,36.6,21.6,29.1,48.1,50.7,21,103,Moderate,1024.9,60.9
14-08-2024,Delhi,Delhi,35.1,23,29,80.3,0,22.1,122,Moderate,995.4,68.3
14-08-2024,Bengaluru,Karnataka,32.1,17.7,24.9,45.6,0,16.8,58,Satisfactory,1001.5,70.6
14-08-2024,Chennai,Tamil Nadu,42.1,29,35.6,94.1,0,19.2,76,Satisfactory,994.7,34.8
14-08-2024,Kolkata,West Bengal,34.1,23.6,28.8,43.7,0,24.4,174,Moderate,997.8,68.1
14-08-2024,Hyderabad,Telangana,26.2,16.5,21.3,63.6,0,6.8,181,Moderate,1000.9,16.1
14-08-2024,Ahmedabad,Gujarat,44.7,34.5,39.6,78.2,0,19.3,147,Moderate,1020.8,21.3
14-08-2024,Jaipur,Rajasthan,44.4,31.6,38,48.4,0,10.2,281,Poor,999.8,69.1
14-08-2024,Lucknow,Uttar Pradesh,42.5,35.9,39.2,83.5,39.9,12.5,186,Moderate,996.9,20.2
14-08-2024,Bhopal,Madhya Pradesh,40.3,25.3,32.8,81.2,62.3,3.8,325,Very Poor,1022.5,42.7
15-08-2024,Mumbai,Maharashtra,26.5,14.4,20.4,77.8,0,14.8,117,Moderate,1002.8,23.6
15-08-2024,Delhi,Delhi,29.4,19,24.2,88.9,0,7.6,160,Moderate,998.9,14
15-08-2024,Bengaluru,Karnataka,36.8,26,31.4,65.3,3.5,10,82,Satisfactory,993,33.2
15-08-2024,Chennai,Tamil Nadu,34.3,27.8,31.1,60.1,0,14.8,309,Very Poor,995.9,5.1
15-08-2024,Kolkata,West Bengal,38.4,32.4,35.4,73.2,0,22.4,142,Moderate,998.6,42.8
15-08-2024,Hyderabad,Telangana,40.4,26.3,33.3,85.2,8,19.3,236,Poor,1024.4,5.7
15-08-2024,Ahmedabad,Gujarat,39.8,25.6,32.7,87.4,0,2.2,174,Moderate,990.4,56.7
15-08-2024,Jaipur,Rajasthan,34,25,29.5,89.7,69.9,13.5,259,Poor,1005.6,77.3
15-08-2024,Lucknow,Uttar Pradesh,31.6,25.5,28.6,47.2,0,16.7,327,Very Poor,1023.4,70.1
15-08-2024,Bhopal,Madhya Pradesh,40.7,28.4,34.5,56.9,69.2,12.4,128,Moderate,990.3,80.3
16-08-2024,Mumbai,Maharashtra,25.2,12.1,18.7,63.6,0,13.6,286,Poor,1000.2,34
16-08-2024,Delhi,Delhi,34,27.3,30.7,36.1,4.8,12.8,321,Very Poor,995,53.2
16-08-2024,Bengaluru,Karnataka,28.2,16.3,22.2,68.6,20.5,16.3,269,Poor,1019.6,28.4
16-08-2024,Chennai,Tamil Nadu,40.6,31.6,36.1,55,6.6,3,70,Satisfactory,996.7,68.1
16-08-2024,Kolkata,West Bengal,44.4,30.8,37.6,70.7,0,21.5,213,Poor,996.8,44.3
16-08-2024,Hyderabad,Telangana,39.3,34,36.6,48.9,6.1,17,235,Poor,998.2,18.9
16-08-2024,Ahmedabad,Gujarat,34,27.3,30.7,51.2,0,19.6,79,Satisfactory,1010.1,83.5
16-08-2024,Jaipur,Rajasthan,33.7,22.6,28.2,73.9,7,4.2,347,Very Poor,1014.3,73.9
16-08-2024,Lucknow,Uttar Pradesh,38.9,27,32.9,63.5,8.7,16.1,259,Poor,992.8,74
16-08-2024,Bhopal,Madhya Pradesh,40.5,34.3,37.4,72.5,0,17.7,236,Poor,1000.3,5.9
17-08-2024,Mumbai,Maharashtra,27.3,15.7,21.5,90.2,9.7,10.1,62,Satisfactory,1021.5,79.8
17-08-2024,Delhi,Delhi,33.1,24.8,29,81,4.2,24.4,264,Poor,1022.8,45.6
17-08-2024,Bengaluru,Karnataka,41.6,27.6,34.6,34.4,0,5.9,194,Moderate,1007.4,68
17-08-2024,Chennai,Tamil Nadu,38.3,32.7,35.5,86.9,53.3,5,166,Moderate,1017.9,16.3
17-08-2024,Kolkata,West Bengal,31.5,20.6,26,49.6,35.7,16.6,302,Very Poor,997.5,36.9
17-08-2024,Hyderabad,Telangana,32.7,22.4,27.6,72.2,0,6.9,134,Moderate,999.9,10.9
17-08-2024,Ahmedabad,Gujarat,31.4,16.8,24.1,68.3,0,20.7,165,Moderate,1011.8,23.1
17-08-2024,Jaipur,Rajasthan,35.8,22.3,29.1,33.9,60.2,20.6,276,Poor,999.7,72.4
17-08-2024,Lucknow,Uttar Pradesh,39.6,26.4,33,88.7,1.1,7.8,294,Poor,992,43.1
17-08-2024,Bhopal,Madhya Pradesh,27.5,15.8,21.7,30.2,0,21.5,115,Moderate,1020.2,76.8
18-08-2024,Mumbai,Maharashtra,35.5,28.6,32,48.3,0,8.8,331,Very Poor,1022.4,45.8
18-08-2024,Delhi,Delhi,44.8,34.6,39.7,48.7,0,20.1,241,Poor,1005.2,24.1
18-08-2024,Bengaluru,Karnataka,39.7,33.4,36.5,48,2.3,18.4,84,Satisfactory,1013.2,5.6
18-08-2024,Chennai,Tamil Nadu,29.5,21.7,25.6,39.5,4.2,20.1,315,Very Poor,1010.1,13.5
18-08-2024,Kolkata,West Bengal,44.3,37.3,40.8,75.8,0,13,328,Very Poor,1007.9,43.1
18-08-2024,Hyderabad,Telangana,39.9,32.5,36.2,68.1,0,22.8,78,Satisfactory,1009.9,25.6
18-08-2024,Ahmedabad,Gujarat,35.4,24.9,30.1,51.7,0,14.6,84,Satisfactory,992.2,88.7
18-08-2024,Jaipur,Rajasthan,38.5,29.6,34,56,7.7,13.6,228,Poor,1010.8,77.3
18-08-2024,Lucknow,Uttar Pradesh,37.3,24.4,30.9,91.7,0,10.3,199,Moderate,1004.4,84.3
18-08-2024,Bhopal,Madhya Pradesh,39.6,34.4,37,60.2,0,12,182,Moderate,1014.7,48.2
19-08-2024,Mumbai,Maharashtra,38.4,30.9,34.6,78.9,1.6,21.1,151,Moderate,1017.7,73.6
19-08-2024,Delhi,Delhi,27.4,20.3,23.9,86.2,0,14.3,239,Poor,1012.7,72.5
19-08-2024,Bengaluru,Karnataka,40.4,31.8,36.1,41.7,0,4.1,317,Very Poor,1001.3,64.7
19-08-2024,Chennai,Tamil Nadu,41.8,34.3,38,38.7,0,6.2,318,Very Poor,1019.4,42.5
19-08-2024,Kolkata,West Bengal,30.2,21.3,25.7,62.8,0,7.1,228,Poor,1004.1,97.7
19-08-2024,Hyderabad,Telangana,40.6,31.1,35.9,64.6,59.2,13.7,94,Satisfactory,1006.8,37.3
19-08-2024,Ahmedabad,Gujarat,43.8,35.6,39.7,82,65.4,16.3,234,Poor,1021.4,20.9
19-08-2024,Jaipur,Rajasthan,40.4,32.7,36.6,78.1,0,17.7,183,Moderate,1000.6,75.2
19-08-2024,Lucknow,Uttar Pradesh,37,27.8,32.4,40.5,1.9,21.5,181,Moderate,990.7,11.3
19-08-2024,Bhopal,Madhya Pradesh,39.8,33.2,36.5,47.7,0,10.1,65,Satisfactory,1015.5,63
20-08-2024,Mumbai,Maharashtra,37.8,28,32.9,90.7,3,7.1,250,Poor,1021.6,51.7
20-08-2024,Delhi,Delhi,27.9,20.3,24.1,68.1,0,16.7,241,Poor,1007.1,5.4
20-08-2024,Bengaluru,Karnataka,33.4,25,29.2,36.1,25.7,11.9,64,Satisfactory,991.5,18.2
20-08-2024,Chennai,Tamil Nadu,36.8,29.9,33.3,62.4,0,12.5,285,Poor,1015.2,46.2
20-08-2024,Kolkata,West Bengal,38.2,29.1,33.7,62.8,56.3,6.1,140,Moderate,1006.9,91.3
20-08-2024,Hyderabad,Telangana,44.4,38.4,41.4,88.7,15.2,7.8,244,Poor,990.8,17.9
20-08-2024,Ahmedabad,Gujarat,44.6,38.4,41.5,60,0,7.5,310,Very Poor,996.9,57.5
20-08-2024,Jaipur,Rajasthan,35.2,29.6,32.4,66.6,0,6.3,207,Poor,1016.1,61.2
20-08-2024,Lucknow,Uttar Pradesh,30,21.7,25.8,92.8,0,4.8,169,Moderate,1006.4,95.1
20-08-2024,Bhopal,Madhya Pradesh,42.3,34.7,38.5,67.1,0,16.7,126,Moderate,990.1,29.1
21-08-2024,Mumbai,Maharashtra,26.9,19.1,23,50.9,0,24.7,240,Poor,995.4,50.2
21-08-2024,Delhi,Delhi,26.1,13.9,20,36.5,21.2,17.7,130,Moderate,1012.9,57.8
21-08-2024,Bengaluru,Karnataka,37.4,28.3,32.9,39.5,0,20.8,169,Moderate,1013.1,64.9
21-08-2024,Chennai,Tamil Nadu,32.9,21,27,78.1,77.8,11.5,198,Moderate,1018.7,56.6
21-08-2024,Kolkata,West Bengal,26.1,15.4,20.7,88.5,0,10.2,219,Poor,998.2,35
21-08-2024,Hyderabad,Telangana,32.3,21.7,27,58.5,16.7,2.3,349,Very Poor,990.1,83.5
21-08-2024,Ahmedabad,Gujarat,39.5,34.4,37,44.7,0,7.4,229,Poor,990.5,7
21-08-2024,Jaipur,Rajasthan,25.4,10.5,18,41.9,0,3.9,66,Satisfactory,1016.8,60.6
21-08-2024,Lucknow,Uttar Pradesh,42,31.5,36.7,89.9,0,4.8,113,Moderate,1024.6,51.3
21-08-2024,Bhopal,Madhya Pradesh,40.4,32.8,36.6,77.3,0,11.2,91,Satisfactory,1004.5,51.7
22-08-2024,Mumbai,Maharashtra,34,23.9,29,64.6,0,17.3,240,Poor,1017.9,35.3
22-08-2024,Delhi,Delhi,27.9,19.5,23.7,89.1,9.1,21.6,214,Poor,1023.5,51.5
22-08-2024,Bengaluru,Karnataka,33.3,27.6,30.5,57.5,66.3,3.2,102,Moderate,1008.5,15.2
22-08-2024,Chennai,Tamil Nadu,43,33,38,79.3,0.7,5.1,241,Poor,1001.4,11.1
22-08-2024,Kolkata,West Bengal,44.4,31.1,37.8,93.4,0,13.9,96,Satisfactory,1004.2,82.7
22-08-2024,Hyderabad,Telangana,26.1,11.6,18.9,30.2,0,18,278,Poor,1018.6,28.3
22-08-2024,Ahmedabad,Gujarat,41.1,33.6,37.3,32.7,0,18.7,118,Moderate,1003.3,89
22-08-2024,Jaipur,Rajasthan,34.1,22.7,28.4,87,36.1,9.1,283,Poor,992.8,47.3
22-08-2024,Lucknow,Uttar Pradesh,25.6,14.8,20.2,68.6,0,12.1,238,Poor,1002.5,75
22-08-2024,Bhopal,Madhya Pradesh,40.2,27,33.6,90,0,18.4,187,Moderate,1008.7,82.6
23-08-2024,Mumbai,Maharashtra,40.7,26.4,33.5,77.6,0,24.4,153,Moderate,1014.3,58.3
23-08-2024,Delhi,Delhi,25.9,17.2,21.5,62.4,0,15.5,319,Very Poor,998.4,60.8
23-08-2024,Bengaluru,Karnataka,34.5,20.9,27.7,90.3,0,15.5,238,Poor,1004.9,36
23-08-2024,Chennai,Tamil Nadu,25,10.4,17.7,45.1,0,7.4,238,Poor,1024.9,5.4
23-08-2024,Kolkata,West Bengal,42.4,30.7,36.5,53.6,0,15.2,179,Moderate,1023.9,98.3
23-08-2024,Hyderabad,Telangana,41.9,33.9,37.9,54.2,1.7,13.7,155,Moderate,998.1,43.3
23-08-2024,Ahmedabad,Gujarat,44.7,31.2,38,55.2,9.1,24.2,131,Moderate,1003.7,69.6
23-08-2024,Jaipur,Rajasthan,30.3,19.6,25,93.7,75.6,7.8,200,Moderate,1004.1,66.1
23-08-2024,Lucknow,Uttar Pradesh,26.9,12,19.5,78.9,0,13.4,144,Moderate,1022.6,90.2
23-08-2024,Bhopal,Madhya Pradesh,35.6,23.7,29.6,52.1,0.7,2.1,147,Moderate,993.3,24.7
24-08-2024,Mumbai,Maharashtra,35.8,27.9,31.9,48,0,23.9,173,Moderate,1011.9,73.1
24-08-2024,Delhi,Delhi,25.4,13.9,19.7,71.1,42.4,6.7,291,Poor,1006.1,48.8
24-08-2024,Bengaluru,Karnataka,41.5,28.9,35.2,53.8,0.8,18.2,236,Poor,1023.8,48.1
24-08-2024,Chennai,Tamil Nadu,35.8,29.3,32.5,60,0,24.5,99,Satisfactory,1009,28
24-08-2024,Kolkata,West Bengal,27.8,18.3,23.1,31.4,4.5,19.5,128,Moderate,994.2,49.9
24-08-2024,Hyderabad,Telangana,42.9,36.1,39.5,59.8,5.9,7.3,203,Poor,1003.2,80.2
24-08-2024,Ahmedabad,Gujarat,33,27.7,30.4,79,53.4,13.9,242,Poor,998.1,6.4
